time_s,ax,ay,az,gx,gy,gz,qx,qy,qz,qw
54.193,3.2930,2.4883,7.7734,-0.5430,-0.3008,0.2891,-0.1730,-0.0625,-0.9633,0.1952
54.214,3.0273,2.4883,7.5469,-0.4590,-0.2617,0.2891,-0.1730,-0.0625,-0.9633,0.1952
54.235,2.7188,1.2656,7.6992,-0.4141,-0.2578,0.2773,-0.1855,-0.0505,-0.9609,0.1994
54.255,2.7188,1.4180,7.8125,-0.3867,-0.4043,0.2891,-0.1855,-0.0505,-0.9609,0.1994
54.276,3.1016,1.3398,7.2031,-0.3027,-0.3945,0.2969,-0.1855,-0.0505,-0.9609,0.1994
54.297,2.9492,1.0352,6.6680,-0.1582,-0.0996,0.1250,-0.1961,-0.0414,-0.9582,0.2041
54.317,1.4180,0.9180,7.5898,-0.0352,-0.0938,-0.1953,-0.1961,-0.0414,-0.9582,0.2041
54.337,2.2227,1.3398,7.5469,0.1094,0.0215,-0.3555,-0.2003,-0.0385,-0.9575,0.2040
54.358,1.9141,0.5352,7.6602,0.2871,0.3008,-0.5859,-0.2003,-0.0385,-0.9575,0.2040
54.379,2.2617,-0.1133,7.5117,0.3008,0.7070,-0.7188,-0.2003,-0.0385,-0.9575,0.2040
54.399,1.7617,1.2656,7.8945,0.5371,1.3359,-0.9863,-0.2003,-0.0385,-0.9575,0.2040
54.419,1.5312,1.6484,8.3125,0.6035,1.7285,-1.0273,-0.2003,-0.0385,-0.9575,0.2040
54.440,0.9180,1.6484,8.8164,0.7578,2.0117,-0.9043,-0.1552,-0.0552,-0.9708,0.1743
54.461,0.3828,2.4531,8.0781,0.9609,2.5859,-1.0586,-0.1552,-0.0552,-0.9708,0.1743
54.481,-0.1523,2.7578,7.5078,1.2227,3.1387,-1.2344,-0.1552,-0.0552,-0.9708,0.1743
54.501,-1.3398,3.1406,7.9297,1.4316,3.1133,-1.3125,-0.0899,-0.0708,-0.9811,0.1558
54.522,-2.0312,3.7148,7.9727,1.6191,3.0605,-1.3613,-0.0899,-0.0708,-0.9811,0.1558
54.544,-2.4531,4.5586,8.0117,1.6660,2.6543,-1.1914,-0.0049,-0.0976,-0.9865,0.1315
54.563,-2.6055,5.3242,7.6250,1.9375,2.0879,-0.9902,-0.0049,-0.0976,-0.9865,0.1315
54.584,-1.9141,6.1680,6.5859,2.1680,1.6758,-0.7012,-0.0049,-0.0976,-0.9865,0.1315
54.604,-1.3008,6.5117,5.5156,2.3711,1.7773,-0.4062,0.0599,-0.1360,-0.9826,0.1113
54.625,-1.6484,7.3516,2.9492,2.7461,1.4160,0.1035,0.0599,-0.1360,-0.9826,0.1113
54.645,-0.3047,8.3555,2.1055,3.1504,0.6172,0.6387,0.1063,-0.1921,-0.9698,0.1064
54.666,0.3438,9.9258,1.8008,3.3652,0.0273,0.9961,0.1063,-0.1921,-0.9698,0.1064
54.687,0.3828,10.7656,1.7227,3.5332,-0.3418,1.2305,0.1063,-0.1921,-0.9698,0.1064
54.706,2.4883,12.7891,-0.4961,3.8750,-0.7793,1.4629,0.1063,-0.1921,-0.9698,0.1064
54.727,4.1758,13.9453,-0.9570,4.0254,-1.1133,1.8008,0.1063,-0.1921,-0.9698,0.1064
54.748,3.2188,13.9766,-0.4609,4.1094,-1.8867,2.0117,0.0966,-0.3715,-0.9131,0.1376
54.768,3.3320,14.5156,-0.6914,3.9688,-3.2812,2.7676,0.0966,-0.3715,-0.9131,0.1376
54.789,8.9648,17.1953,-1.8398,3.7754,-3.9336,3.1270,0.0966,-0.3715,-0.9131,0.1376
54.809,13.5625,17.2773,-1.4180,3.5527,-4.1719,3.1211,0.0226,-0.4744,-0.8659,0.1567
54.829,12.7930,18.6562,-1.9922,3.4531,-3.7266,2.7695,0.0226,-0.4744,-0.8659,0.1567
54.850,11.9531,18.1992,-2.1836,3.1016,-2.9648,2.5176,-0.0819,-0.5618,-0.8051,0.1715
54.871,10.3438,17.7344,2.0703,3.0391,-3.2559,2.4512,-0.0819,-0.5618,-0.8051,0.1715
54.891,9.0039,17.8164,1.9141,3.3496,-3.2734,1.6387,-0.0819,-0.5618,-0.8051,0.1715
54.912,7.6250,16.2031,1.0742,2.1484,-3.3320,0.3262,-0.1646,-0.6306,-0.7370,0.1791
54.934,5.7070,15.1641,1.7227,2.4160,-2.3770,-0.7734,-0.1646,-0.6306,-0.7370,0.1791
54.954,2.5664,17.0898,1.3008,2.5820,-2.6680,-1.0918,-0.2063,-0.6862,-0.6823,0.1453
54.974,2.6055,13.1406,1.6484,1.8926,-2.3789,-2.8633,-0.2063,-0.6862,-0.6823,0.1453
54.994,3.2578,15.6289,-0.0391,1.9531,-1.8555,-4.1602,-0.2063,-0.6862,-0.6823,0.1453
55.015,3.9844,17.4336,0.9180,1.6914,-0.6562,-4.6367,-0.2063,-0.6862,-0.6823,0.1453
55.035,0.1914,15.5859,3.3320,2.0996,-1.0957,-4.5449,-0.2063,-0.6862,-0.6823,0.1453
55.055,0.9570,19.8828,2.9102,2.2441,-1.6621,-5.1016,0.1229,0.7919,0.5980,0.0068
55.076,3.2188,23.7500,2.7969,2.1855,-2.4395,-4.8438,0.1229,0.7919,0.5980,0.0068
55.096,6.1289,19.3047,0.1523,2.0176,-3.6445,-4.6191,0.1229,0.7919,0.5980,0.0068
55.117,6.0508,14.5938,-0.2695,1.8574,-3.7715,-4.0391,0.0609,0.8302,0.5411,0.1194
55.138,1.3398,14.4375,0.8047,1.7559,-5.0508,-3.9727,0.0609,0.8302,0.5411,0.1194
55.158,0.9180,15.1641,1.0352,0.9141,-5.7031,-3.5078,0.0373,0.8380,0.4784,0.2598
55.178,1.6836,14.7852,-0.0781,0.0820,-4.8691,-3.6055,0.0373,0.8380,0.4784,0.2598
55.199,0.9180,12.3359,-0.9961,-0.0879,-3.6719,-3.8613,0.0373,0.8380,0.4784,0.2598
55.220,1.2266,11.3359,-1.7617,-0.1328,-2.6855,-3.7324,0.0221,0.8046,0.4343,0.4043
55.240,-0.3438,11.4531,-1.7227,-0.1816,-2.0078,-3.5527,0.0221,0.8046,0.4343,0.4043
55.260,-2.6055,11.2188,1.1875,-0.2773,-1.3457,-3.3145,-0.0266,0.7753,0.3950,0.4921
55.281,-4.5586,11.1523,2.1836,-0.5820,-0.9805,-3.0020,-0.0266,0.7753,0.3950,0.4921
55.302,-4.1758,11.1914,2.9492,-0.6816,-1.0840,-3.1914,-0.0266,0.7753,0.3950,0.4921
55.324,-9.9609,10.7969,2.2617,-1.3906,-2.3770,-2.9297,-0.0824,0.7521,0.3643,0.5430
55.343,-9.3477,12.4062,3.0273,-1.6074,-4.1836,-2.6445,-0.0824,0.7521,0.3643,0.5430
55.363,-6.6289,10.7305,5.4023,-2.2363,-5.1367,-2.2031,-0.1278,0.6890,0.3550,0.6188
55.384,-5.4023,11.8789,7.2031,-2.9062,-5.4160,-1.8770,-0.1278,0.6890,0.3550,0.6188
55.425,-0.6914,11.4531,11.9180,-4.6641,-3.0273,-0.6816,-0.1577,0.5735,0.3843,0.7061
55.445,-0.4609,10.5352,10.6875,-5.2559,-1.8867,-0.2598,-0.1577,0.5735,0.3843,0.7061
55.466,0.2695,9.7305,9.4219,-5.6836,-0.9102,0.0332,-0.2233,0.4719,0.4472,0.7263
55.486,-0.3438,7.9336,7.4688,-6.0273,-0.3496,0.2559,-0.2233,0.4719,0.4472,0.7263
55.507,-0.7656,7.3125,6.5898,-6.3867,-0.0645,0.4609,-0.2233,0.4719,0.4472,0.7263
55.528,-1.1094,6.4414,5.3633,-6.7148,-0.0703,0.6445,-0.3204,0.3920,0.5176,0.6897
55.548,-1.6836,5.6328,3.7148,-6.9434,-0.3750,0.9102,-0.3204,0.3920,0.5176,0.6897
55.571,-1.7227,4.7109,0.0781,-7.0020,-0.6543,1.2637,-0.4220,0.3025,0.5900,0.6182
55.589,-1.5703,4.2500,-1.5703,-6.9512,-0.6992,1.6113,-0.4220,0.3025,0.5900,0.6182
55.609,-1.6484,4.1758,-2.8359,-6.7715,-0.7285,1.9004,-0.4220,0.3025,0.5900,0.6182
55.630,-2.0703,4.2500,-3.8672,-6.4863,-0.8965,2.2422,-0.5007,0.2019,0.6631,0.5186
55.650,-3.4492,3.7539,-4.2930,-6.1328,-1.3340,2.6914,-0.5007,0.2019,0.6631,0.5186
55.671,-3.3320,4.5938,-4.0625,-5.7676,-1.9844,3.2461,-0.5460,0.1105,0.7290,0.3977
55.691,-3.4492,5.0977,-4.1367,-5.2656,-2.4199,3.8359,-0.5460,0.1105,0.7290,0.3977
55.734,-1.6094,4.9766,-2.4141,-4.0508,-1.9238,4.6172,-0.5406,0.0397,0.7996,0.2584
55.754,-1.2656,4.7539,-2.2617,-3.5664,-1.2344,4.8750,-0.5406,0.0397,0.7996,0.2584
55.785,-3.5625,4.7500,-3.0273,-2.9414,-1.1543,5.1523,-0.5202,0.0110,0.8467,0.1111
55.794,-3.7930,3.9062,-3.7930,-2.0195,-1.4824,5.5059,-0.5202,0.0110,0.8467,0.1111
55.815,-3.2188,2.5273,-4.8281,-0.9766,-1.5312,5.5332,-0.5202,0.0110,0.8467,0.1111
55.835,-2.4531,1.7617,-5.4414,-0.0176,-1.4043,5.3281,0.4907,-0.0299,-0.8702,0.0328
55.856,-0.8047,1.8398,-5.3984,0.7246,-0.8945,5.2363,0.4907,-0.0299,-0.8702,0.0328
55.876,2.1836,2.9492,-2.9102,0.8750,1.0723,4.9414,0.4580,-0.0967,-0.8718,0.1443
55.898,-5.1719,5.2539,-0.6523,-0.0273,2.4395,3.5293,0.4580,-0.0967,-0.8718,0.1443
55.917,-17.6602,11.6055,11.3789,-0.1211,0.3223,5.9824,0.4580,-0.0967,-0.8718,0.1443
55.938,-27.6172,11.7227,10.9570,-1.0723,-1.3281,0.9746,0.4755,-0.1478,-0.8343,0.2365
55.959,-14.3633,16.1641,7.9688,-0.8594,-1.6152,0.4629,0.4755,-0.1478,-0.8343,0.2365
55.979,-16.8164,14.1367,13.7891,-1.2656,-3.9414,0.6602,0.4396,-0.1555,-0.8403,0.2766
56.000,-17.6562,16.6641,15.1680,-2.4453,-3.6660,-0.7422,0.4396,-0.1555,-0.8403,0.2766
56.020,-13.0234,17.3125,10.7266,-2.0039,-1.5332,-2.4941,0.4396,-0.1555,-0.8403,0.2766
56.040,-13.7500,7.3945,6.8203,-1.9766,-3.7383,-1.9004,0.4396,-0.1555,-0.8403,0.2766
56.061,-12.2969,9.0391,8.0078,-1.3613,-5.2090,-0.9082,0.4396,-0.1555,-0.8403,0.2766
56.082,-5.8984,6.7031,9.5430,-1.0527,-4.4668,-0.8906,0.2646,-0.1069,-0.9295,0.2336
56.104,-3.2930,6.3594,11.6445,-0.7930,-3.7910,-0.7324,0.2646,-0.1069,-0.9295,0.2336
56.122,-4.4062,6.3594,12.4062,-0.6816,-3.6094,-0.3906,0.2646,-0.1069,-0.9295,0.2336
56.143,-4.0234,6.8945,11.6055,-0.5781,-3.3242,-0.3184,0.1660,-0.1038,-0.9577,0.2109
56.164,-3.0664,4.3672,11.4922,-0.7188,-2.9062,-0.5020,0.1660,-0.1038,-0.9577,0.2109
56.184,-2.8711,3.1406,10.7695,-0.8438,-3.5938,-0.1406,0.0845,-0.1025,-0.9717,0.1950
56.205,-2.3359,3.1797,10.4180,-0.8262,-4.2461,0.0098,0.0845,-0.1025,-0.9717,0.1950
56.226,-0.7656,3.1406,9.6523,-0.8027,-4.0410,0.2266,0.0845,-0.1025,-0.9717,0.1950
56.246,0.6914,2.8359,9.8047,-0.7793,-3.6484,0.2891,-0.0161,-0.1006,-0.9774,0.1854
56.266,1.3008,2.2617,9.5391,-0.6875,-3.3750,0.3926,-0.0161,-0.1006,-0.9774,0.1854
56.287,2.8359,2.1445,9.5430,-0.6895,-2.8359,0.4453,-0.1066,-0.0980,-0.9724,0.1832
56.307,2.7188,2.4883,9.1211,-0.6797,-2.4512,0.4629,-0.1066,-0.0980,-0.9724,0.1832
56.328,2.9492,2.2227,8.6953,-0.6582,-2.2188,0.3027,-0.1066,-0.0980,-0.9724,0.1832
56.349,4.0625,2.1055,7.8516,-0.6016,-1.6289,0.2500,-0.1066,-0.0980,-0.9724,0.1832
56.369,3.7539,2.0703,7.7773,-0.5273,-1.3105,0.1484,-0.1066,-0.0980,-0.9724,0.1832
56.389,4.5586,2.4141,7.5078,-0.5156,-0.7441,0.1172,-0.2145,-0.0829,-0.9557,0.1839
56.410,3.7930,2.0703,7.9688,-0.5176,-0.5430,0.0020,-0.2145,-0.0829,-0.9557,0.1839
56.430,2.9492,1.9141,8.0391,-0.4980,-0.6523,-0.0469,-0.2145,-0.0829,-0.9557,0.1839
56.451,2.6055,1.7227,7.9297,-0.4531,-0.7617,-0.0762,-0.2321,-0.0726,-0.9529,0.1812
56.472,2.5273,1.9141,7.4727,-0.2988,-0.9004,0.0625,-0.2321,-0.0726,-0.9529,0.1812
56.494,3.9453,1.5703,7.0859,-0.2422,-0.5762,-0.1484,-0.2523,-0.0667,-0.9490,0.1768
56.513,4.0625,1.1484,7.1289,-0.2051,0.0332,-0.4238,-0.2523,-0.0667,-0.9490,0.1768
56.533,3.3320,0.6914,7.2344,-0.0449,0.6953,-0.7305,-0.2523,-0.0667,-0.9490,0.1768
56.554,3.1406,0.9570,7.2070,0.1055,1.3789,-0.9219,-0.2542,-0.0645,-0.9504,0.1671
56.574,2.2227,0.8047,7.0859,0.2246,1.9375,-1.0527,-0.2542,-0.0645,-0.9504,0.1671
56.594,1.9531,0.8828,7.6602,0.2598,2.5586,-1.2383,-0.2159,-0.0672,-0.9628,0.1476
56.615,1.0742,1.9531,7.9727,0.3828,2.9121,-1.4238,-0.2159,-0.0672,-0.9628,0.1476
56.636,0.9961,1.9141,8.6992,0.5293,3.1484,-1.5527,-0.2159,-0.0672,-0.9628,0.1476
56.657,0.6133,2.2227,9.0039,0.5352,3.2793,-1.7363,-0.2159,-0.0672,-0.9628,0.1476
56.677,-0.0781,3.2930,9.3438,0.6934,3.9941,-1.9746,-0.2159,-0.0672,-0.9628,0.1476
56.697,-2.4531,2.9883,8.9219,0.8086,4.2754,-2.1211,-0.0518,-0.0824,-0.9916,0.0851
56.718,-3.0273,2.7188,8.4648,1.0957,3.5137,-1.7949,-0.0518,-0.0824,-0.9916,0.0851
56.738,-5.4023,3.5234,7.6992,1.4297,2.3281,-1.4863,-0.0518,-0.0824,-0.9916,0.0851
56.760,-3.8672,4.2891,7.3906,1.5605,1.2773,-1.1699,0.0440,-0.1024,-0.9927,0.0468
56.779,-2.1055,5.0547,6.5508,1.7637,1.0547,-1.0996,0.0440,-0.1024,-0.9927,0.0468
56.800,-2.7578,5.0195,5.6641,1.9727,1.2949,-0.9980,0.0827,-0.1398,-0.9866,0.0187
56.820,-1.8789,5.5195,3.9844,2.2578,1.2559,-0.7305,0.0827,-0.1398,-0.9866,0.0187
56.841,-1.5312,6.3633,2.9102,2.5918,0.9219,-0.4414,0.0827,-0.1398,-0.9866,0.0187
56.861,-2.0703,7.4297,2.2969,2.9355,0.7949,-0.0098,-0.1160,0.1921,0.9745,0.0013
56.884,-0.8047,9.3477,1.6836,3.2188,0.3809,0.3574,-0.1160,0.1921,0.9745,0.0013
56.902,0.4609,10.4922,1.4180,3.4160,0.2656,0.7734,-0.1314,0.2642,0.9554,0.0054
56.923,0.8438,11.9883,1.1875,3.7188,-0.0215,1.3105,-0.1314,0.2642,0.9554,0.0054
56.944,2.4141,13.0625,0.7656,3.9023,-0.4355,1.9102,-0.1314,0.2642,0.9554,0.0054
56.964,3.7148,14.8203,0.0000,4.0723,-0.8965,2.6094,-0.1314,0.2642,0.9554,0.0054
56.984,2.1445,16.1250,0.2305,4.0957,-1.5586,2.8457,-0.1314,0.2642,0.9554,0.0054
57.005,2.5273,17.7383,-0.5742,4.0566,-2.6523,3.2031,0.0754,-0.4518,-0.8877,0.0472
57.026,4.9414,20.1133,-0.9961,4.0254,-2.9258,3.5430,0.0754,-0.4518,-0.8877,0.0472
57.046,9.8828,19.3828,-0.1523,3.7129,-2.7520,3.5352,0.0754,-0.4518,-0.8877,0.0472
57.066,9.1172,19.8477,-1.1094,3.3359,-1.8320,2.9082,-0.0180,-0.5448,-0.8343,0.0825
57.087,9.5781,21.4180,-0.5352,3.1367,-1.8965,2.8379,-0.0180,-0.5448,-0.8343,0.0825
57.108,10.4570,19.5312,1.2656,3.4980,-1.7949,2.2070,-0.0936,-0.6130,-0.7757,0.1169
57.128,6.3984,18.7305,2.9102,2.8867,-1.6230,1.8145,-0.0936,-0.6130,-0.7757,0.1169
57.149,5.4023,16.6680,2.9883,2.7031,-1.6035,1.1074,-0.0936,-0.6130,-0.7757,0.1169
57.169,3.9062,13.9492,2.9102,2.4883,-2.6934,-0.0898,-0.1421,-0.6703,-0.7159,0.1336
57.192,1.9141,12.4883,3.9453,2.6582,-2.4492,-1.1953,-0.1421,-0.6703,-0.7159,0.1336
57.211,2.1445,15.0977,2.3750,2.3438,-2.6113,-2.5391,-0.1685,-0.7238,-0.6620,0.0977
57.230,2.3750,15.9414,1.6484,2.1660,-2.0957,-3.3926,-0.1685,-0.7238,-0.6620,0.0977
57.251,0.8047,15.0977,0.7656,1.8828,-0.7012,-4.3867,-0.1685,-0.7238,-0.6620,0.0977
57.273,1.3789,15.4375,1.6094,2.2207,-1.0703,-4.4961,-0.1685,-0.7238,-0.6620,0.0977
57.292,2.0703,18.7695,0.4219,2.1133,-1.5312,-4.6953,-0.1685,-0.7238,-0.6620,0.0977
57.313,2.0312,19.4219,1.3008,2.5605,-2.5781,-4.8672,0.0646,0.8179,0.5674,0.0701
57.333,3.1797,16.7734,1.6484,1.8418,-2.7949,-4.7070,0.0646,0.8179,0.5674,0.0701
57.354,7.0117,13.1055,1.5312,1.9707,-2.9102,-4.6523,0.0646,0.8179,0.5674,0.0701
57.374,4.2539,12.4062,2.1055,1.7520,-3.4531,-4.0059,0.0074,0.8419,0.5050,0.1903
57.395,3.9062,12.7578,1.4180,1.4570,-3.3125,-3.5312,0.0074,0.8419,0.5050,0.1903
57.416,0.0781,11.9844,0.3047,1.1074,-4.1504,-3.4531,-0.0259,0.8407,0.4465,0.3052
57.436,-3.1406,10.4531,-1.1875,1.1484,-4.3340,-3.2305,-0.0259,0.8407,0.4465,0.3052
57.457,-4.3672,11.4961,-1.1484,0.8867,-2.9082,-3.4355,-0.0259,0.8407,0.4465,0.3052
57.477,-4.6719,11.0742,1.4922,0.5742,-1.8281,-3.4668,-0.0442,0.8139,0.3958,0.4230
57.498,-7.4688,9.9648,2.3750,0.1680,-2.0801,-3.6621,-0.0442,0.8139,0.3958,0.4230
57.520,-8.9648,10.7656,5.4023,-0.4512,-1.8965,-3.5723,-0.0911,0.7881,0.3488,0.4989
57.539,-12.4492,10.9570,4.7500,-1.0527,-3.7930,-3.2148,-0.0911,0.7881,0.3488,0.4989
57.559,-10.6484,12.2578,5.4023,-1.4688,-5.6934,-2.9746,-0.0911,0.7881,0.3488,0.4989
57.581,-3.7539,14.2500,8.3125,-2.3633,-6.5293,-2.2598,-0.1393,0.7245,0.3298,0.5890
57.600,-0.7656,14.2539,9.5781,-3.3652,-4.7305,-1.6504,-0.1393,0.7245,0.3298,0.5890
57.622,0.8438,13.2539,9.8047,-4.1816,-2.5449,-1.3945,-0.1697,0.6052,0.3593,0.6898
57.641,0.3047,11.6836,10.3438,-4.8535,-1.3203,-1.0234,-0.1697,0.6052,0.3593,0.6898
57.682,-1.6094,8.6562,10.1914,-5.8867,-1.1074,-0.1621,-0.2502,0.5235,0.4139,0.7015
57.704,-1.1484,8.8477,9.5781,-6.3945,-1.3809,0.1934,-0.2502,0.5235,0.4139,0.7015
57.723,-0.5742,8.8477,8.2344,-6.8184,-1.5195,0.5391,-0.3413,0.4352,0.4929,0.6718
57.744,0.1133,8.6953,3.9062,-7.1074,-1.6797,1.0098,-0.3413,0.4352,0.4929,0.6718
57.764,0.4219,8.4258,1.7617,-7.2461,-1.6191,1.5723,-0.3413,0.4352,0.4929,0.6718
57.785,-0.1133,7.7773,-0.1914,-7.1992,-1.6641,2.1230,-0.4238,0.3237,0.5891,0.6071
57.806,-0.6914,7.2734,-1.4922,-7.0117,-1.7949,2.7832,-0.4238,0.3237,0.5891,0.6071
57.828,-1.4570,6.2031,-3.6016,-6.6816,-1.9883,3.4707,-0.4802,0.2130,0.6877,0.5012
57.847,-2.1445,5.8594,-4.3281,-6.1777,-2.3535,4.1094,-0.4802,0.2130,0.6877,0.5012
57.867,-2.2969,6.0469,-4.3281,-5.5410,-2.7617,4.7324,-0.4802,0.2130,0.6877,0.5012
57.888,-2.1445,6.4414,-4.3672,-4.8770,-2.9590,5.2598,-0.4899,0.1207,0.7847,0.3601
57.908,-1.9922,7.0898,-3.3711,-4.1582,-2.9258,5.6699,-0.4899,0.1207,0.7847,0.3601
57.928,-1.8789,7.4688,-2.8711,-3.3633,-2.8496,6.0039,-0.4506,0.0663,0.8673,0.2009
57.949,-1.8398,7.0078,-2.9102,-2.4492,-2.6543,6.1504,-0.4506,0.0663,0.8673,0.2009
57.990,-1.4570,4.0938,-3.8672,-0.5410,-2.0488,5.8418,-0.3907,0.0616,0.9175,0.0424
58.010,-1.9141,3.4844,-5.1719,0.5586,-2.1348,5.3281,-0.3907,0.0616,0.9175,0.0424
58.031,-0.0781,3.2578,-6.0156,1.2832,-1.1211,5.0195,0.3312,-0.1075,-0.9333,0.0873
58.054,-0.7266,5.9766,-3.4492,1.4141,1.2148,3.9062,0.3312,-0.1075,-0.9333,0.0873
58.073,-18.3828,13.2539,15.6289,0.8945,0.7168,1.8926,0.3312,-0.1075,-0.9333,0.0873
58.093,-12.5664,16.3555,18.6953,-0.3984,1.5488,2.2246,0.3213,-0.1626,-0.9174,0.1698
58.114,-14.2500,9.8828,14.7812,-0.1250,1.5469,0.4609,0.3213,-0.1626,-0.9174,0.1698
58.134,-13.4844,10.6875,18.5430,-0.3691,-1.1152,1.5723,0.3373,-0.1688,-0.9009,0.2146
58.155,-13.5977,11.3008,13.2539,-1.8809,-2.2852,-0.5312,0.3373,-0.1688,-0.9009,0.2146
58.175,-17.8164,11.1094,13.8281,-1.7363,-2.0762,-0.8359,0.3373,-0.1688,-0.9009,0.2146
58.196,-18.9648,9.0781,10.6875,-1.5469,-4.4023,-0.9980,0.2895,-0.1495,-0.9194,0.2205
58.216,-6.9336,6.0898,7.6953,-1.5098,-3.3008,-0.6152,0.2895,-0.1495,-0.9194,0.2205
58.236,-5.2500,8.8867,11.1914,-0.9355,-2.8730,-0.8320,0.2016,-0.1282,-0.9507,0.1976
58.257,-3.6016,7.4688,13.3320,-0.7754,-2.7188,-0.6855,0.2016,-0.1282,-0.9507,0.1976
58.278,-2.6797,6.6289,13.8320,-0.9199,-2.6055,-0.2207,0.2016,-0.1282,-0.9507,0.1976
58.298,-5.0938,5.9375,11.3359,-0.7852,-3.4844,-0.1523,0.2016,-0.1282,-0.9507,0.1976
58.318,-1.8789,3.5625,10.2695,-0.8438,-3.3750,-0.1641,0.2016,-0.1282,-0.9507,0.1976
58.339,-1.2656,2.9492,10.1133,-0.7656,-3.2539,-0.1445,0.0490,-0.1102,-0.9787,0.1660
58.362,-0.1133,1.8398,10.4922,-0.7793,-3.3340,0.2070,0.0490,-0.1102,-0.9787,0.1660
58.380,-0.3828,2.4883,10.9180,-0.7520,-3.3652,0.3613,0.0490,-0.1102,-0.9787,0.1660
58.401,0.7656,3.3711,10.6914,-0.6621,-3.1953,0.5527,-0.0357,-0.1039,-0.9811,0.1594
58.421,1.6094,2.4141,10.6094,-0.7480,-2.8516,0.4434,-0.0357,-0.1039,-0.9811,0.1594
58.442,2.9492,2.6797,10.3047,-0.7715,-2.4531,0.3828,-0.1157,-0.0975,-0.9751,0.1620
58.462,2.4531,2.6445,9.8047,-0.7148,-2.4629,0.3594,-0.1157,-0.0975,-0.9751,0.1620
58.483,2.4531,2.7188,9.0039,-0.6895,-2.4141,0.2715,-0.1157,-0.0975,-0.9751,0.1620
58.503,4.0625,1.9922,9.1953,-0.7422,-2.0078,0.4043,-0.1792,-0.0881,-0.9664,0.1621
58.524,3.9453,1.7617,8.3164,-0.6465,-1.5605,0.3945,-0.1792,-0.0881,-0.9664,0.1621
58.544,4.4062,1.7227,8.3516,-0.6328,-1.0547,0.4082,-0.2276,-0.0768,-0.9568,0.1640
58.565,4.6719,1.9141,7.9727,-0.5781,-0.5820,0.3984,-0.2276,-0.0768,-0.9568,0.1640
58.586,4.2539,1.5312,7.6992,-0.5684,-0.1406,0.2754,-0.2276,-0.0768,-0.9568,0.1640
58.606,4.0234,1.3789,7.6562,-0.5371,0.0566,0.2676,-0.2276,-0.0768,-0.9568,0.1640
58.626,3.9453,1.1875,7.4336,-0.5117,0.2070,0.1465,-0.2276,-0.0768,-0.9568,0.1640
58.646,4.2891,1.1094,7.3516,-0.4414,0.5176,0.0762,-0.2479,-0.0482,-0.9524,0.1706
58.668,3.6016,1.1484,7.2070,-0.3262,0.6211,-0.1230,-0.2479,-0.0482,-0.9524,0.1706
58.688,2.0703,1.1094,6.9336,-0.1738,0.4473,-0.2520,-0.2479,-0.0482,-0.9524,0.1706
58.708,2.1055,0.6523,6.7070,-0.0078,0.3984,-0.3379,-0.2361,-0.0377,-0.9564,0.1676
58.729,3.0664,0.4609,6.8555,0.0781,0.7969,-0.5254,-0.2361,-0.0377,-0.9564,0.1676
58.752,1.8008,0.3828,7.5859,0.1934,1.2773,-0.8105,-0.2219,-0.0375,-0.9614,0.1585
58.770,0.9961,0.4961,7.8555,0.3672,1.7266,-1.0332,-0.2219,-0.0375,-0.9614,0.1585
58.790,1.2266,0.2695,7.8906,0.4531,2.0957,-1.1328,-0.2219,-0.0375,-0.9614,0.1585
58.811,2.1055,0.9961,8.3516,0.5840,2.9355,-1.3613,-0.1812,-0.0437,-0.9727,0.1385
58.832,0.7266,2.1055,7.6562,0.6973,3.6621,-1.5312,-0.1812,-0.0437,-0.9727,0.1385
58.852,-0.1914,2.1836,8.0078,0.8047,4.0820,-1.6230,-0.1028,-0.0536,-0.9871,0.1107
58.872,-1.8008,2.6445,7.7734,1.1680,3.6680,-1.5820,-0.1028,-0.0536,-0.9871,0.1107
58.894,-2.9883,2.7969,8.0117,1.4473,2.6719,-1.0684,-0.1028,-0.0536,-0.9871,0.1107
58.913,-2.9883,3.8672,7.8945,1.5352,1.7227,-0.7910,-0.1028,-0.0536,-0.9871,0.1107
58.934,-2.1836,4.1367,7.3164,1.7148,1.5332,-0.7109,-0.1028,-0.0536,-0.9871,0.1107
58.955,-1.3398,4.6719,6.3984,1.8633,2.1855,-0.7637,0.0432,-0.1094,-0.9910,0.0635
58.975,-1.0352,4.8281,5.4766,2.0918,2.2773,-0.5840,0.0432,-0.1094,-0.9910,0.0635
58.996,-2.1445,5.7812,3.5234,2.3730,2.3398,-0.3281,0.0432,-0.1094,-0.9910,0.0635
59.016,-0.8828,7.7773,2.3750,2.7207,1.8340,0.3984,0.1029,-0.1553,-0.9811,0.0521
59.036,-0.3828,9.6133,1.9141,3.0703,1.3574,1.0605,0.1029,-0.1553,-0.9811,0.0521
59.057,-0.3828,11.7617,1.5312,3.3379,0.5957,1.6914,0.1464,-0.2225,-0.9617,0.0638
59.078,1.8398,14.2148,0.1133,3.7148,-0.3262,2.3535,0.1464,-0.2225,-0.9617,0.0638
59.099,4.9805,11.9180,-0.6523,3.8281,-0.6328,2.7773,0.1464,-0.2225,-0.9617,0.0638
59.119,6.3203,10.7305,0.1133,3.9746,-1.4531,2.7871,0.1398,-0.3165,-0.9327,0.1014
59.141,4.7500,15.6641,0.3828,3.8125,-3.3496,3.3613,0.1398,-0.3165,-0.9327,0.1014
